VLAN_CODE,VLAN_NAME,IP,MODELO,SERIE,UBICACION,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMENTO,TIPO
316,316 - Ag. Puente Piedra,118.206.148.69,MX722adhe,746411112476T,Banca Empresarial,Urb Santo Domingo Mz C Lote 4,Puente Piedra,Lima,Lima,Contrato 2021
317,317 - Ag. Plaza Lima Sur,118.206.150.68,MX722adhe,746410202416W,Proyecto Aurora,Pz CC Lima Sur Urb Matellini,Chorrillos,Lima,Lima,Contrato 2021
317,317 - Ag. Plaza Lima Sur,118.206.150.69,MX722adhe,74641020241B3,Proyecto Aurora,Pz CC Lima Sur Urb Matellini,Chorrillos,Lima,Lima,Contrato 2021
318,318 - Ag. Tingo Maria,118.206.152.68,MX722adhe,74641050242W2,Atencion al Cliente,av Raymondi 543,Rupa-Rupa,Leoncio Prado,Huanuco,Contrato 2021
318,318 - Ag. Tingo Maria,118.206.152.69,MX722adhe,74641050242W3,Atencion al Cliente,av Raymondi 543,Rupa-Rupa,Leoncio Prado,Huanuco,Contrato 2021
319,319 - Ag. Izaguirre,118.206.154.68,MX722adhe,7464111124758,Sub Gerencia,av Carlos Izaguirre 929,Los Olivos,Lima,Lima,Contrato 2021
319,319 - Ag. Izaguirre,118.206.154.69,MX722adhe,746411112477F,Banca Negocio,av Carlos Izaguirre 929,Los Olivos,Lima,Lima,Contrato 2021
320,320 - Ag. Essalud,118.207.146.68,MX522adhe,701701130LPPM,Sala Prime,av Arenales 1302,Jesus Maria,Lima,Lima,Contrato 2021
320,320 - Ag. Essalud,118.206.156.68,MX722adhe,7464049023WVL,Sub Gerencia,av Arenales 1302,Jesus Maria,Lima,Lima,Contrato 2021
320,320 - Ag. Essalud,118.206.156.69,MX722adhe,746410202417N,Plataforma,av Arenales 1302,Jesus Maria,Lima,Lima,Contrato 2021
321,321 - Ag. Cerro de Pasco,118.206.158.68,MX722adhe,746410302420N,Plataforma,JR SAN MARTIN SECTOR 2,Yanacancha,Pasco,Pasco,Contrato 2021
321,321 - Ag. Cerro de Pasco,118.206.158.69,MX722adhe,74641030241YX,Banca Negocio,JR SAN MARTIN SECTOR 2,Yanacancha,Pasco,Pasco,Contrato 2021
322,322 - Ag. Canto Grande,118.206.160.68,MX722adhe,7464049023X11,Plataforma,Av Canto Grande 2309,San Juan de Lurigancho,Lima,Lima,Contrato 2021
322,322 - Ag. Canto Grande,118.206.160.69,MX722adhe,7464049023WW5,Banca Negocio,Av Canto Grande 2309,San Juan de Lurigancho,Lima,Lima,Contrato 2021
323,323 - Ag. Villa El Salvador,118.205.46.68,MX722adhe,7464111124775,Sub Gerencia,Av Revolucion Mz G Lt 17 Sector 2,Villa El Salvador,Lima,Lima,Contrato 2021
323,323 - Ag. Villa El Salvador,118.205.46.69,MX722adhe,746411112476X,Ventanilla,Av Revolucion Mz G Lt 17 Sector 2,Villa El Salvador,Lima,Lima,Contrato 2021
324,324 - Ag. Yurimaguas,118.206.162.68,MX722adhe,74641030241Z5,Sub Gerencia,Carlle Sargento Lores 132,Yurimaguas,Alto Amazonas,Loreto,Contrato 2021
324,324 - Ag. Yurimaguas,118.206.162.69,MX722adhe,746410302420F,Plataforma,Carlle Sargento Lores 132,Yurimaguas,Alto Amazonas,Loreto,Contrato 2021
327,327 - Ag. Juanjui,118.206.164.68,MX722adhe,746410202416R,Sub Gerencia,Jr Huallaga 597,Juanjui,Mariscal Caceres,San Martin,Contrato 2021
327,327 - Ag. Juanjui,118.206.164.69,MX722adhe,7464102024164,Gerencia,Jr Huallaga 597,Juanjui,Mariscal Caceres,San Martin,Contrato 2021
331,331 - Ag. Hosp Almenara,118.206.166.68,MX722adhe,7464049023X1T,Sub Gerencia,Jr Cangallo 180,La Victoria,Lima,Lima,Contrato 2021
332,332 - Ag. Mercado Productores Santa Anita,118.206.168.68,MX722adhe,74641101246DZ,Banca Negocio,av la Cultura 701,Santa Anita,Lima,Lima,Contrato 2021
332,332 - Ag. Mercado Productores Santa Anita,118.206.168.69,MX722adhe,746411112477N,Sub Gerencia,av la Cultura 701,Santa Anita,Lima,Lima,Contrato 2021
333,333 - Ag. Miraflores,118.205.50.69,MX532adwe,7020252100441,Sala Prime,av Larco 1204,Miraflores,Lima,Lima,Contrato 2021
333,333 - Ag. Miraflores,118.205.50.68,MX722adhe,746410202419N,Sub Gerencia,av Larco 1204,Miraflores,Lima,Lima,Contrato 2021
333,333 - Ag. Miraflores,118.205.50.70,MX722adhe,7464049023WYD,Banca Negocio,av Larco 1204,Miraflores,Lima,Lima,Contrato 2021
335,335 - Ag. El Pino,118.206.170.68,MX722adhe,74641101246FD,Plataforma,av Circunvalacion 1999 Urb el Pino,San Luis,Lima,Lima,Contrato 2021
335,335 - Ag. El Pino,118.206.170.69,MX722adhe,74641101246KL,Plataforma,av Circunvalacion 1999 Urb el Pino,San Luis,Lima,Lima,Contrato 2021
339,339 - Ag. Ventanilla,118.206.176.68,MX722adhe,74641101246F3,Sub Gerencia,MZ C3 LOTE 19 MLCON A A CACERES,Ventanilla,Callao,Lima,Contrato 2021
339,339 - Ag. Ventanilla,118.206.176.69,MX722adhe,7464111124750,Plataforma,MZ C3 LOTE 19 MLCON A A CACERES,Ventanilla,Callao,Lima,Contrato 2021
340,340 - Ag. 28 de Julio,118.206.178.68,MX722adhe,74641050242R5,Sub Gerencia,av 28 de Julio 775,Lima,Lima,Lima,Contrato 2021
340,340 - Ag. 28 de Julio,118.206.178.69,MX722adhe,74641050242PZ,Gerencia,av 28 de Julio 775,Lima,Lima,Lima,Contrato 2021
341,341 - Ag. Canada la Rosa Toro,118.206.180.68,MX722adhe,74641111247C3,Ventanilla,av la Rosa Toro 998,San Luis,Lima,Lima,Contrato 2021
341,341 - Ag. Canada la Rosa Toro,118.206.180.69,MX722adhe,746411112476R,Plataforma,av la Rosa Toro 998,San Luis,Lima,Lima,Contrato 2021
342,342 - Ag. Multiplaza,118.206.182.68,MX722adhe,7464049023X22,Sub Gerencia,av Carlos Izaguirre 275,Los Olivos,Lima,Lima,Contrato 2021
342,342 - Ag. Multiplaza,118.206.182.69,MX722adhe,74641020241BB,Plataforma,av Carlos Izaguirre 275,Los Olivos,Lima,Lima,Contrato 2021
344,344 - Ag. Bienestar de la Marina,118.206.184.68,MX722adhe,74641050242VX,Plataforma,av Venezuela Cdra 34,San Miguel,Lima,Lima,Contrato 2021
345,345 - Ag. Chosica,118.206.186.68,MX722adhe,74641111247B8,Plataforma,av 28 de Julio 160 164 168,San Juan De Lurigancho,Lima,Lima,Contrato 2021
345,345 - Ag. Chosica,118.206.186.69,MX722adhe,746411112478K,Plataforma,av 28 de Julio 160 164 168,San Juan De Lurigancho,Lima,Lima,Contrato 2021
346,346 - Ag. Paruro,118.206.188.68,MX722adhe,7464049023X13,Plataforma,Jr Paruro 875  877,Lima,Lima,Lima,Contrato 2021
346,346 - Ag. Paruro,118.206.188.69,MX722adhe,7464049023WZ7,Plataforma,Jr Paruro 875  877,Lima,Lima,Lima,Contrato 2021
347,347 - Ag. Banca Empresa la Molina,118.205.56.71,MX722adhe,746411112477C,Plataforma,av la Molina 540 2 P,La Molina,Lima,Lima,Contrato 2021
347,347 - Ag. Banca Empresa la Molina,118.205.56.72,MX722adhe,746411112479K,Banca Empresa,av la Molina 540 2 P,La Molina,Lima,Lima,Contrato 2021
348,348 - Ag. Real Plaza Chiclayo,118.206.190.68,MX722adhe,74641020241D5,Sub Gerencia,Jr Miguel de Cervantes 300 CC Real Chiclayo,Chiclayo,Chiclayo,Lambayeque,Contrato 2021
348,348 - Ag. Real Plaza Chiclayo,118.206.190.69,MX722adhe,746410202418G,Gerencia,Jr Miguel de Cervantes 300 CC Real Chiclayo,Chiclayo,Chiclayo,Lambayeque,Contrato 2021
349,349 - Ag. Banca Empresa Lima,118.205.8.70,MS826de,40649370194LW,Banca Empresarial,AV NICOLAS DE PIEROLA 649 2 PISO,Lima,Lima,Lima,Contrato 2021
349,349 - Ag. Banca Empresa Lima,118.205.8.72,MX722adhe,74641020241C8,Banca Empresarial,AV NICOLAS DE PIEROLA 649 2 PISO,Lima,Lima,Lima,Contrato 2021
350,350 - Ag. Banca Empresa Callao,118.207.230.68,MX722adhe,74641101246DR,Sub Gerencia,Av Juan de Aliaga 425 piso 9,Magdalena del Mar,Lima,Lima,Contrato 2021
352,352 - Ag. Las Tiendas,118.206.192.68,MX722adhe,74641111247C4,Sub Gerencia,av las Tiendas 209,Surquillo,Lima,Lima,Contrato 2021
353,353 - Ag. Domingo Cueto,118.206.194.68,MX722adhe,746411112479P,Plataforma,Jr Domingo Cueto 150,Lince,Lima,Lima,Contrato 2021
353,353 - Ag. Domingo Cueto,118.206.194.69,MX722adhe,746411112474Z,Plataforma,Jr Domingo Cueto 150,Lince,Lima,Lima,Contrato 2021
354,354 - Ag. Las Begonias,118.206.196.70,MX522adhe,701701130LPDC,Sala Prime,av las Begonias 425  429,San Isidro,Lima,Lima,Contrato 2021
354,354 - Ag. Las Begonias,118.206.196.68,MX722adhe,746410202417M,Plataforma,av las Begonias 425  429,San Isidro,Lima,Lima,Contrato 2021
354,354 - Ag. Las Begonias,118.206.196.69,MX722adhe,74641020241BZ,Comercial,av las Begonias 425  429,San Isidro,Lima,Lima,Contrato 2021
355,355 - Ag. Aviacion,118.206.198.68,MX722adhe,7464102024167,Sub Gerencia,av Aviacion 2801 2805,San Borja,Lima,Lima,Contrato 2021
355,355 - Ag. Aviacion,118.206.198.69,MX722adhe,74641111247BT,Banca Ejecutiva,av Aviacion 2801 2805,San Borja,Lima,Lima,Contrato 2021
358,358 - Ag. San Luis,118.206.204.69,MX522adhe,701701130LPT6,Sub Gerencia,av Javier Prado Este  2884 SAN B,San Borja,Lima,Lima,Contrato 2021
358,358 - Ag. San Luis,118.206.204.68,MX722adhe,746411112474H,Sala Prime,av Javier Prado Este  2884 SAN B,San Borja,Lima,Lima,Contrato 2021
359,359 - Ag. Avenida Central,118.206.206.69,MX522adhe,701701130LPDB,Sala Prime,Av Jorge Basadre 133,San Isidro,Lima,Lima,Contrato 2021
359,359 - Ag. Avenida Central,118.206.206.68,MX722adhe,7464049023WZN,Comercial,Av Jorge Basadre 133,San Isidro,Lima,Lima,Contrato 2021
359,359 - Ag. Avenida Central,118.206.206.70,MX722adhe,7464049023X25,Solucion Miraflores,Av Jorge Basadre 133 piso 2,San Isidro,Lima,Lima,Contrato 2021
360,360 - Ag. CC Jockey Plaza,118.206.208.68,MX722adhe,74641020241CG,Sub Gerencia,av Javier Prado este 4200,Santiago de Surco,Lima,Lima,Contrato 2021
360,360 - Ag. CC Jockey Plaza,118.206.208.69,MX722adhe,74641020241D6,Gerencia,av Javier Prado este 4200,Santiago de Surco,Lima,Lima,Contrato 2021
361,361 - Ag. Abancay Congreso,118.206.210.68,MX722adhe,74641050242VN,Plataforma,av Abancay 260 262,Lima,Lima,Lima,Contrato 2021
361,361 - Ag. Abancay Congreso,118.206.210.69,MX722adhe,74641050242T7,Sub Gerencia,av Abancay 260 262,Lima,Lima,Lima,Contrato 2021
362,362 - Ag. Banca Empresa Colonial,118.207.230.69,MX722adhe,74641101246HP,Recepcion,Av Juan de Aliaga 425 piso 9,Magdalena del Mar,Lima,Lima,Contrato 2021
362,362 - Ag. Banca Empresa Colonial,118.207.230.70,MX722adhe,7464111124769,Recepcion,Av Juan de Aliaga 425 piso 9,Magdalena del Mar,Lima,Lima,Contrato 2021
365,365 - Ag. Abancay Apurimac,118.205.142.68,MX722adhe,74641050242TY,Ventanilla,Av. Nuñez c/ Av. Diaz Barcena,Abancay,Abancay,Apurimac,Contrato 2021
365,365 - Ag. Abancay Apurimac,118.205.142.69,MX722adhe,746411112474L,Sub Gerencia,Av. Nuñez c/ Av. Diaz Barcena,Abancay,Abancay,Apurimac,Contrato 2021
368,368 - Ag. Ricardo Palma,118.206.218.68,MX722adhe,74641020241D1,Sub Gerencia,av Ricardo Palma 296 298,Miraflores,Lima,Lima,Contrato 2021
368,368 - Ag. Ricardo Palma,118.206.218.69,MX722adhe,7464102024186,Gerencia,av Ricardo Palma 296 298,Miraflores,Lima,Lima,Contrato 2021
370,370 - Ag. Limatambo,118.206.222.68,MX722adhe,74641101246DY,Ventanilla,av Aviacion 3328,san borja,Lima,Lima,Contrato 2021
370,370 - Ag. Limatambo,118.206.222.69,MX722adhe,74641101246C6,Sub Gerencia,av Aviacion 3328,san borja,Lima,Lima,Contrato 2021
372,372 - Ag. Los Robles,118.205.52.69,MX722adhe,74641020241BR,Sub Gerencia,av Dos de Mayo 1198,San Isidro,Lima,Lima,Contrato 2021
372,372 - Ag. Los Robles,118.205.52.68,MX722adhe,7464049023X2F,Gerencia,av Dos de Mayo 1198,San Isidro,Lima,Lima,Contrato 2021
377,377 - Ag. Banca Empresa Santa Cruz,118.205.58.71,MX722adhe,746410202415F,Banca Empresa,av Santa Cruz 695,Miraflores,Lima,Lima,Contrato 2021
377,377 - Ag. Banca Empresa Santa Cruz,118.205.58.72,MX722adhe,74641020241BX,Banca Empresa,av Santa Cruz 695,Miraflores,Lima,Lima,Contrato 2021
378,378 - Ag. Banca Empresa Miraflores,118.205.50.71,MX722adhe,74641020241B5,Banca Empresa,av Larco 1204 2 P,Miraflores,Lima,Lima,Contrato 2021
378,378 - Ag. Banca Empresa Miraflores,118.205.50.72,MX722adhe,746410202418M,Sub Gerencia,av Larco 1204 2 P,Miraflores,Lima,Lima,Contrato 2021
380,380 - Ag. Banca Empresa Chacarilla,118.205.18.70,MS826de,406493701984V,Sub Gerencia,av Primavera 1050,Santiago de Surco,Lima,Lima,Contrato 2021
380,380 - Ag. Banca Empresa Chacarilla,118.205.18.71,MX722adhe,74641020241D3,Atencion al Cliente,av Primavera 1050,Santiago de Surco,Lima,Lima,Contrato 2021
380,380 - Ag. Banca Empresa Chacarilla,118.205.18.72,MX722adhe,74641020241C6,Plataforma,av Primavera 1050,Santiago de Surco,Lima,Lima,Contrato 2021
383,383 - Ag. Faucett Metro,118.206.228.68,MX722adhe,7464049023WY5,Sub Gerencia,Av Venezuela 5414 Tda 1152  1160,San Miguel,Lima,Lima,Contrato 2021
383,383 - Ag. Faucett Metro,118.206.228.69,MX722adhe,7464939022PD4,Ventanilla,Av Venezuela 5414 Tda 1152  1160,San Miguel,Lima,Lima,Contrato 2021
387,387 - Ag. Canaval y Moreyra,118.206.230.68,MX722adhe,7464049023WX7,Banca Personal,av Canaval y Moreyra 243 245,San Isidro,Lima,Lima,Contrato 2021
387,387 - Ag. Canaval y Moreyra,118.206.230.69,MX722adhe,7464049023WW3,Plataforma,av Canaval y Moreyra 243 245,San Isidro,Lima,Lima,Contrato 2021
396,396 - Ag. Covida,118.206.234.68,MX722adhe,7464049023X06,Sub Gerencia,av Antunez de Mayolo 1402,Los Olivos,Lima,Lima,Contrato 2021
396,396 - Ag. Covida,118.206.234.69,MX722adhe,7464103024206,Plataforma,av Antunez de Mayolo 1402,Los Olivos,Lima,Lima,Contrato 2021
421,421 - Ag. Mall San Juan de Lurigancho,118.205.48.68,MX722adhe,7464102024197,Sub Gerencia,Avenida Lurigancho 997 - 999,San Juan de Lurigancho,Lima,Lima,Contrato 2021
421,421 - Ag. Mall San Juan de Lurigancho,118.205.48.69,MX722adhe,74641101246D7,Plataforma,Avenida Lurigancho 997 - 999,San Juan de Lurigancho,Lima,Lima,Contrato 2021
425,425 - Ag. AEP Nueva Cajamarca,118.72.184.56,MX522adhe,70178231026FY,Sub Gerencia,Jr Huallaga 314,Nueva Cajamarca,Rioja,San Martin,Contrato 2021
426,426 - Ag. Avenida del Ejercito,118.206.240.68,MX722adhe,7464045023RBN,Sub Gerencia,av del Ejercito 789,Miraflores,Lima,Lima,Contrato 2021
426,426 - Ag. Avenida del Ejercito,118.206.240.69,MX722adhe,74641020241CZ,Plataforma,av del Ejercito 789,Miraflores,Lima,Lima,Contrato 2021
427,427 - Ag. Bolognesi,118.206.242.68,MX722adhe,74641050242W8,Sub Gerencia,av Coronel Mendoza 1337,Tacna,Tacna,Tacna,Contrato 2021
427,427 - Ag. Bolognesi,118.206.242.69,MX722adhe,74641050242VF,Plataforma,av Coronel Mendoza 1337,Tacna,Tacna,Tacna,Contrato 2021
441,441 - Ag. Banca Empresa Iquitos,118.205.38.72,MX722adhe,74641101246GY,Sub Gerencia,Sargento Lores 171 2 P,Iquitos,Maynas,Loreto,Contrato 2021
441,441 - Ag. Banca Empresa Iquitos,118.205.38.73,MX722adhe,74641101246GB,Plataforma,Sargento Lores 171 2 P,Iquitos,Maynas,Loreto,Contrato 2021
442,442 - Ag. Lambayeque,118.206.244.68,MX722adhe,7464103024225,Sub Gerencia,c Ramon Castilla 848 854,Lambayeque,Lambayeque,Lambayeque,Contrato 2021
442,442 - Ag. Lambayeque,118.206.244.69,MX722adhe,7464103024200,Plataforma,c Ramon Castilla 848 854,Lambayeque,Lambayeque,Lambayeque,Contrato 2021
467,467 - Ag. Guardia Chalaca,118.206.250.70,MX522adhe,701701030LK7P,Sala Prime,av la Marina 495,Callao,Callao,Lima,Contrato 2021
467,467 - Ag. Guardia Chalaca,118.206.250.68,MX722adhe,7464111124749,Banca Negocio,av la Marina 495,Callao,Callao,Lima,Contrato 2021
480,480 - Ag. La Marina,118.206.252.70,MX522adhe,701701130LPF6,Sala Prime,av la Marina 2355,San Miguel,Lima,Lima,Contrato 2021
480,480 - Ag. La Marina,118.206.252.68,MX722adhe,7464102024166,Sub Gerencia,av la Marina 2355,San Miguel,Lima,Lima,Contrato 2021
480,480 - Ag. La Marina,118.206.252.69,MX722adhe,7464102024159,Plataforma,av la Marina 2355,San Miguel,Lima,Lima,Contrato 2021
484,484 - Ag. Huaycan,118.207.0.68,MX722adhe,74641101246CK,Sub Gerencia,av 15 de Julio Lote 33,Ate,Lima,Lima,Contrato 2021
484,484 - Ag. Huaycan,118.207.0.69,MX722adhe,746411112475G,Banca Empresarial,av 15 de Julio Lote 33,Ate,Lima,Lima,Contrato 2021
486,486 - Ag. San Isidro,118.205.54.71,MX522adhe,701701130LPDV,Sala Prime,av Republica de Panama 3055,San Isidro,Lima,Lima,Contrato 2021
486,486 - Ag. San Isidro,118.205.54.68,MX722adhe,74641050242V2,Sub Gerencia,av Republica de Panama 3055,San Isidro,Lima,Lima,Contrato 2021
486,486 - Ag. San Isidro,118.205.54.69,MX722adhe,7464939022PZD,Banca Negocio,av Republica de Panama 3055,San Isidro,Lima,Lima,Contrato 2021
486,486 - Ag. San Isidro,118.205.54.70,MX722adhe,74641101246K2,Sala Prime,av Republica de Panama 3055,San Isidro,Lima,Lima,Contrato 2021
508,508 - Ag. Open Plaza Angamos,118.207.2.68,MX722adhe,746411112475T,Sub Gerencia,pz Esq Angamos con Tomas Marsano,Surquillo,Lima,Lima,Contrato 2021
508,508 - Ag. Open Plaza Angamos,118.207.2.69,MX722adhe,746411112476D,Banca Negocio,pz Esq Angamos con Tomas Marsano,Surquillo,Lima,Lima,Contrato 2021
521,521 - Ag. Strip Center Proceres,118.207.6.68,MX722adhe,7464111124795,Plataforma,Av Proceres 1002 Urb los Proceres,Santiago de Surco,Lima,Lima,Contrato 2021
521,521 - Ag. Strip Center Proceres,118.207.6.69,MX722adhe,74641111247BZ,Gerencia,Av Proceres 1002 Urb los Proceres,Santiago de Surco,Lima,Lima,Contrato 2021
554,554 - Ag. Open Plaza Piura,118.207.10.68,MX722adhe,74641050242R1,Sub Gerencia,av Andrés Avelino Caceres 147,Castilla,Piura,Piura,Contrato 2021
554,554 - Ag. Open Plaza Piura,118.207.10.69,MX722adhe,74641050242R2,Plataforma,av Andrés Avelino Caceres 147,Castilla,Piura,Piura,Contrato 2021
564,564 - Ag. Plaza Butters,118.207.12.68,MX722adhe,746411112474C,Sub Gerencia,pz Butters 301,Barranco,Lima,Lima,Contrato 2021
564,564 - Ag. Plaza Butters,118.207.12.69,MX722adhe,74641101246CR,Plataforma,pz Butters 301,Barranco,Lima,Lima,Contrato 2021
566,566 - Ag. Metro Plaza Castilla,118.207.14.68,MX722adhe,74641050242V0,Sub Gerencia,av Alfonso Ugarte 279 293,Lima,Lima,Lima,Contrato 2021
566,566 - Ag. Metro Plaza Castilla,118.207.14.69,MX722adhe,7464102024171,Plataforma,av Alfonso Ugarte 279 293,Lima,Lima,Lima,Contrato 2021
584,584 - Ag. Real Plaza Juliaca,118.207.16.68,MX722adhe,74641050242VK,Operaciones,Jr Tumbes 499,Juliaca,San Roman,Puno,Contrato 2021
584,584 - Ag. Real Plaza Juliaca,118.207.16.69,MX722adhe,74641050242W7,Creditos,Jr Tumbes 499,Juliaca,San Roman,Puno,Contrato 2021
597,597 - Ag. Pichanaqui,118.207.18.68,MX722adhe,74641020241BG,Operaciones,Jr Independencia Mz R SubLte 13A,Pichanaqui,Chanchamayo,Junin,Contrato 2021
597,597 - Ag. Pichanaqui,118.207.18.69,MX722adhe,746410202415G,Gerencia,Jr Independencia Mz R SubLte 13A,Pichanaqui,Chanchamayo,Junin,Contrato 2021
609,609 - Ag. San Rafael,118.207.20.68,MX722adhe,74641050242VW,Sub Gerencia,av Colonial 1381,Lima,Lima,Lima,Contrato 2021
609,609 - Ag. San Rafael,118.207.20.69,MX722adhe,7464102024185,Plataforma,av Colonial 1381,Lima,Lima,Lima,Contrato 2021
614,614 - Ag. Separadora Industrial,118.205.56.70,MX432adwe,701941340M3ZG,Sala Prime,av la Molina 540,La Molina,Lima,Lima,Contrato 2021
614,614 - Ag. Separadora Industrial,118.205.56.68,MX722adhe,746411112479N,Sub Gerencia,av la Molina 540,La Molina,Lima,Lima,Contrato 2021
614,614 - Ag. Separadora Industrial,118.205.56.69,MX722adhe,74641111247B0,Plataforma,av la Molina 540,La Molina,Lima,Lima,Contrato 2021
